"region","household","membernumb","age","sex","peoplivinghh","languageofinterview","longwaitingtime","lackofnursingstaff","lackofrespect","lackofdrugsupply","tooexpenscantpay","someonehhneedcsps","stat_csps","religioncm","mainsourcehhincome","hhreceiveservic","attendedschool"
"Plateau-Central",1,4,19,"male",6,"Moore","No","No","No","No","No","yes","other","Islam","agriculture","no","previousely attended"
"Plateau-Central",1,3,12,"male",6,"Moore","No","No","No","No","No","yes","other","Islam","agriculture","no","never attended"
"Plateau-Central",1,6,6,"Female",6,"Moore","No","No","No","No","No","yes","other","Islam","agriculture","no","never attended"
"Plateau-Central",1,5,16,"male",6,"Moore","No","No","No","No","No","yes","other","Islam","agriculture","no","never attended"
"Plateau-Central",2,5,44,"male",11,"Moore","No","No","Yes","No","Yes","yes","other","Islam","agriculture","yes","never attended"
"Plateau-Central",2,9,9,"male",11,"Moore","No","No","Yes","No","Yes","yes","other","Islam","agriculture","yes","never attended"
"Plateau-Central",2,2,55,"Female",11,"Moore","No","No","Yes","No","Yes","yes","other","Islam","agriculture","yes","never attended"
"Plateau-Central",2,7,14,"male",11,"Moore","No","No","Yes","No","Yes","yes","other","Islam","agriculture","yes","frequent"
"Plateau-Central",2,6,34,"Female",11,"Moore","No","No","Yes","No","Yes","yes","other","Islam","agriculture","yes","never attended"
"Plateau-Central",2,3,15,"male",11,"Moore","No","No","Yes","No","Yes","yes","other","Islam","agriculture","yes","previousely attended"
"Plateau-Central",2,8,13,"male",11,"Moore","No","No","Yes","No","Yes","yes","other","Islam","agriculture","yes","never attended"
"Plateau-Central",2,1,79,"male",11,"Moore","No","No","Yes","No","Yes","yes","other","Islam","agriculture","yes","never attended"
"Plateau-Central",3,2,25,"Female",4,"Moore","No","No","No","No","No","yes","other","Islam","agriculture","no","never attended"
"Plateau-Central",3,1,30,"male",4,"Moore","No","No","No","No","No","yes","other","Islam","agriculture","no","never attended"
"Plateau-Central",4,2,40,"Female",8,"Moore","No","Yes","No","No","Yes","yes","other","Islam","agriculture","yes","never attended"
"Plateau-Central",4,1,47,"male",8,"Moore","No","Yes","No","No","Yes","yes","other","Islam","agriculture","yes","never attended"
"Plateau-Central",4,4,17,"male",8,"Moore","No","Yes","No","No","Yes","yes","other","Islam","agriculture","yes","previousely attended"
"Plateau-Central",4,3,20,"male",8,"Moore","No","Yes","No","No","Yes","yes","other","Islam","agriculture","yes","previousely attended"
"Plateau-Central",4,5,14,"Female",8,"Moore","No","Yes","No","No","Yes","yes","other","Islam","agriculture","yes","frequent"
"Plateau-Central",4,6,12,"male",8,"Moore","No","Yes","No","No","Yes","yes","other","Islam","agriculture","yes","never attended"
"Plateau-Central",5,2,41,"Female",3,"Moore","No","No","No","No","No","yes","other","Islam","agriculture","no","never attended"
"Plateau-Central",5,3,13,"male",3,"Moore","No","No","No","No","No","yes","other","Islam","agriculture","no","never attended"
"Plateau-Central",5,1,57,"male",3,"Moore","No","No","No","No","No","yes","other","Islam","agriculture","no","previousely attended"
"Plateau-Central",6,2,42,"Female",9,"Moore","No","No","No","No","Yes","yes","other","Islam","agriculture","yes","never attended"
"Plateau-Central",6,8,13,"Female",9,"Moore","No","No","No","No","Yes","yes","other","Islam","agriculture","yes","frequent"
"Plateau-Central",6,5,42,"Female",9,"Moore","No","No","No","No","Yes","yes","other","Islam","agriculture","yes","never attended"
"Plateau-Central",6,9,9,"male",9,"Moore","No","No","No","No","Yes","yes","other","Islam","agriculture","yes","frequent"
"Plateau-Central",6,4,42,"male",9,"Moore","No","No","No","No","Yes","yes","other","Islam","agriculture","yes","previousely attended"
"Plateau-Central",6,1,51,"male",9,"Moore","No","No","No","No","Yes","yes","other","Islam","agriculture","yes","previousely attended"
"Plateau-Central",6,7,17,"male",9,"Moore","No","No","No","No","Yes","yes","other","Islam","agriculture","yes","never attended"
"Plateau-Central",6,3,40,"Female",9,"Moore","No","No","No","No","Yes","yes","other","Islam","agriculture","yes","never attended"
"Plateau-Central",6,6,17,"Female",9,"Moore","No","No","No","No","Yes","yes","other","Islam","agriculture","yes","never attended"
"Plateau-Central",7,5,54,"Female",7,"French","No","No","No","No","Yes","yes","other","Islam","agriculture","no","never attended"
"Plateau-Central",7,2,20,"Female",7,"French","No","No","No","No","Yes","yes","other","Islam","agriculture","no","previousely attended"
"Plateau-Central",7,4,56,"Female",7,"French","No","No","No","No","Yes","yes","other","Islam","agriculture","no","never attended"
"Plateau-Central",7,1,26,"male",7,"French","No","No","No","No","Yes","yes","other","Islam","agriculture","no","never attended"
"Plateau-Central",7,6,52,"Female",7,"French","No","No","No","No","Yes","yes","other","Islam","agriculture","no","never attended"
"Plateau-Central",8,2,29,"Female",8,"Moore","No","No","No","No","Yes","yes","other","Islam","agriculture","no","never attended"
"Plateau-Central",8,4,11,"Female",8,"Moore","No","No","No","No","Yes","yes","other","Islam","agriculture","no","frequent"
"Plateau-Central",8,3,24,"Female",8,"Moore","No","No","No","No","Yes","yes","other","Islam","agriculture","no","frequent"
"Plateau-Central",8,5,7,"male",8,"Moore","No","No","No","No","Yes","yes","other","Islam","agriculture","no","never attended"
"Plateau-Central",8,8,59,"Female",8,"Moore","No","No","No","No","Yes","yes","other","Islam","agriculture","no","never attended"
"Plateau-Central",8,1,31,"male",8,"Moore","No","No","No","No","Yes","yes","other","Islam","agriculture","no","never attended"
"Plateau-Central",9,8,23,"Female",9,"Moore","No","No","No","No","No","yes","other","Catholic","agriculture","no","never attended"
"Plateau-Central",9,2,31,"male",9,"Moore","No","No","No","No","No","yes","other","Catholic","agriculture","no","never attended"
"Plateau-Central",9,3,28,"Female",9,"Moore","No","No","No","No","No","yes","other","Catholic","agriculture","no","never attended"
"Plateau-Central",9,4,9,"Female",9,"Moore","No","No","No","No","No","yes","other","Catholic","agriculture","no","frequent"
"Plateau-Central",9,7,20,"male",9,"Moore","No","No","No","No","No","yes","other","Catholic","agriculture","no","never attended"
"Plateau-Central",9,9,18,"male",9,"Moore","No","No","No","No","No","yes","other","Catholic","agriculture","no","never attended"
"Plateau-Central",9,1,52,"Female",9,"Moore","No","No","No","No","No","yes","other","Catholic","agriculture","no","never attended"
"Plateau-Central",10,7,18,"male",8,"Moore","Yes","Yes","No","No","Yes","yes","other","Catholic","agriculture","no","previousely attended"
"Plateau-Central",10,3,32,"male",8,"Moore","Yes","Yes","No","No","Yes","yes","other","Catholic","agriculture","no","previousely attended"
"Plateau-Central",10,8,26,"Female",8,"Moore","Yes","Yes","No","No","Yes","yes","other","Catholic","agriculture","no","never attended"
"Plateau-Central",10,6,19,"male",8,"Moore","Yes","Yes","No","No","Yes","yes","other","Catholic","agriculture","no","previousely attended"
"Plateau-Central",10,4,27,"male",8,"Moore","Yes","Yes","No","No","Yes","yes","other","Catholic","agriculture","no","previousely attended"
"Plateau-Central",10,1,70,"male",8,"Moore","Yes","Yes","No","No","Yes","yes","other","Catholic","agriculture","no","previousely attended"
"Plateau-Central",10,2,49,"Female",8,"Moore","Yes","Yes","No","No","Yes","yes","other","Catholic","agriculture","no","never attended"
"Plateau-Central",10,5,23,"Female",8,"Moore","Yes","Yes","No","No","Yes","yes","other","Catholic","agriculture","no","never attended"
"Plateau-Central",11,4,9,"male",5,"Moore","Yes","No","No","No","Yes","yes","other","Catholic","Small business Service ","no","frequent"
"Plateau-Central",11,2,32,"Female",5,"Moore","Yes","No","No","No","Yes","yes","other","Catholic","Small business Service ","no","never attended"
"Plateau-Central",11,1,44,"male",5,"Moore","Yes","No","No","No","Yes","yes","other","Catholic","Small business Service ","no","previousely attended"
"Plateau-Central",11,3,12,"Female",5,"Moore","Yes","No","No","No","Yes","yes","other","Catholic","Small business Service ","no","frequent"
"Plateau-Central",12,3,23,"Female",12,"Moore","No","No","No","Yes","Yes","yes","other","Islam","agriculture","no","previousely attended"
"Plateau-Central",12,11,8,"male",12,"Moore","No","No","No","Yes","Yes","yes","other","Islam","agriculture","no","never attended"
"Plateau-Central",12,6,14,"male",12,"Moore","No","No","No","Yes","Yes","yes","other","Islam","agriculture","no","previousely attended"
"Plateau-Central",12,5,16,"male",12,"Moore","No","No","No","Yes","Yes","yes","other","Islam","agriculture","no","frequent"
"Plateau-Central",12,9,9,"Female",12,"Moore","No","No","No","Yes","Yes","yes","other","Islam","agriculture","no","frequent"
"Plateau-Central",12,2,31,"Female",12,"Moore","No","No","No","Yes","Yes","yes","other","Islam","agriculture","no","previousely attended"
"Plateau-Central",12,8,12,"male",12,"Moore","No","No","No","Yes","Yes","yes","other","Islam","agriculture","no","frequent"
"Plateau-Central",12,12,7,"Female",12,"Moore","No","No","No","Yes","Yes","yes","other","Islam","agriculture","no","never attended"
"Plateau-Central",12,1,56,"male",12,"Moore","No","No","No","Yes","Yes","yes","other","Islam","agriculture","no","previousely attended"
"Plateau-Central",12,4,24,"male",12,"Moore","No","No","No","Yes","Yes","yes","other","Islam","agriculture","no","previousely attended"
"Plateau-Central",12,7,11,"Female",12,"Moore","No","No","No","Yes","Yes","yes","other","Islam","agriculture","no","frequent"
"Plateau-Central",12,10,9,"male",12,"Moore","No","No","No","Yes","Yes","yes","other","Islam","agriculture","no","frequent"
"Plateau-Central",13,5,19,"Female",7,"Moore","No","No","No","No","Yes","yes","other","Islam","agriculture","no","previousely attended"
"Plateau-Central",13,3,28,"male",7,"Moore","No","No","No","No","Yes","yes","other","Islam","agriculture","no","never attended"
"Plateau-Central",13,1,51,"male",7,"Moore","No","No","No","No","Yes","yes","other","Islam","agriculture","no","never attended"
"Plateau-Central",13,7,10,"male",7,"Moore","No","No","No","No","Yes","yes","other","Islam","agriculture","no","frequent"
"Plateau-Central",13,2,40,"Female",7,"Moore","No","No","No","No","Yes","yes","other","Islam","agriculture","no","never attended"
"Plateau-Central",13,6,17,"Female",7,"Moore","No","No","No","No","Yes","yes","other","Islam","agriculture","no","frequent"
"Plateau-Central",13,4,24,"male",7,"Moore","No","No","No","No","Yes","yes","other","Islam","agriculture","no","frequent"
"Plateau-Central",14,1,61,"male",3,"Moore","Yes","No","No","No","Yes","yes","other","Catholic","agriculture","no","previousely attended"
"Plateau-Central",14,2,37,"Female",3,"Moore","Yes","No","No","No","Yes","yes","other","Catholic","agriculture","no","never attended"
"Plateau-Central",15,6,21,"male",11,"Moore","No","No","No","No","Yes","yes","other","Islam","agriculture","no","never attended"
"Plateau-Central",15,2,46,"Female",11,"Moore","No","No","No","No","Yes","yes","other","Islam","agriculture","no","never attended"
"Plateau-Central",15,7,11,"male",11,"Moore","No","No","No","No","Yes","yes","other","Islam","agriculture","no","never attended"
"Plateau-Central",15,1,52,"male",11,"Moore","No","No","No","No","Yes","yes","other","Islam","agriculture","no","never attended"
"Plateau-Central",15,8,7,"male",11,"Moore","No","No","No","No","Yes","yes","other","Islam","agriculture","no","never attended"
"Plateau-Central",15,4,26,"male",11,"Moore","No","No","No","No","Yes","yes","other","Islam","agriculture","no","never attended"
"Plateau-Central",15,5,13,"male",11,"Moore","No","No","No","No","Yes","yes","other","Islam","agriculture","no","frequent"
"Plateau-Central",15,9,7,"Female",11,"Moore","No","No","No","No","Yes","yes","other","Islam","agriculture","no","never attended"
"Plateau-Central",15,11,23,"Female",11,"Moore","No","No","No","No","Yes","yes","other","Islam","agriculture","no","never attended"
"Plateau-Central",15,3,46,"Female",11,"Moore","No","No","No","No","Yes","yes","other","Islam","agriculture","no","never attended"
"Plateau-Central",16,3,32,"male",3,"Moore","No","No","No","No","No","yes","other","Catholic","agriculture","no","previousely attended"
"Plateau-Central",16,2,57,"Female",3,"Moore","No","No","No","No","No","yes","other","Catholic","agriculture","no","never attended"
"Plateau-Central",16,1,67,"male",3,"Moore","No","No","No","No","No","yes","other","Catholic","agriculture","no","never attended"
"Plateau-Central",17,3,10,"Female",3,"French","No","No","No","Yes","No","yes","other","Islam","other","yes","never attended"
"Plateau-Central",17,1,33,"Female",3,"French","No","No","No","Yes","No","yes","other","Islam","other","yes","previousely attended"
"Plateau-Central",18,1,47,"male",13,"Moore","Yes","No","No","Yes","No","yes","other","Catholic","agriculture","no","never attended"
"Plateau-Central",18,2,32,"Female",13,"Moore","Yes","No","No","Yes","No","yes","other","Catholic","agriculture","no","never attended"
"Plateau-Central",18,9,24,"male",13,"Moore","Yes","No","No","Yes","No","yes","other","Catholic","agriculture","no","never attended"
"Plateau-Central",18,7,11,"Female",13,"Moore","Yes","No","No","Yes","No","yes","other","Catholic","agriculture","no","frequent"
"Plateau-Central",18,13,71,"Female",13,"Moore","Yes","No","No","Yes","No","yes","other","Catholic","agriculture","no","never attended"
"Plateau-Central",18,10,10,"male",13,"Moore","Yes","No","No","Yes","No","yes","other","Catholic","agriculture","no","never attended"
"Plateau-Central",18,3,38,"male",13,"Moore","Yes","No","No","Yes","No","yes","other","Catholic","agriculture","no","never attended"
"Plateau-Central",18,5,21,"male",13,"Moore","Yes","No","No","Yes","No","yes","other","Catholic","agriculture","no","previousely attended"
"Plateau-Central",18,6,13,"Female",13,"Moore","Yes","No","No","Yes","No","yes","other","Catholic","agriculture","no","frequent"
"Plateau-Central",18,4,30,"Female",13,"Moore","Yes","No","No","Yes","No","yes","other","Catholic","agriculture","no","previousely attended"
"Plateau-Central",19,4,14,"Female",8,"French","No","Yes","No","No","No","yes","other","Catholic","other","yes","previousely attended"
"Plateau-Central",19,1,42,"male",8,"French","No","Yes","No","No","No","yes","other","Catholic","other","yes","previousely attended"
"Plateau-Central",19,6,7,"male",8,"French","No","Yes","No","No","No","yes","other","Catholic","other","yes","never attended"
"Plateau-Central",19,3,17,"male",8,"French","No","Yes","No","No","No","yes","other","Catholic","other","yes","previousely attended"
"Plateau-Central",19,2,38,"Female",8,"French","No","Yes","No","No","No","yes","other","Catholic","other","yes","never attended"
"Plateau-Central",19,5,11,"Female",8,"French","No","Yes","No","No","No","yes","other","Catholic","other","yes","frequent"
"Plateau-Central",19,7,7,"male",8,"French","No","Yes","No","No","No","yes","other","Catholic","other","yes","never attended"
"Plateau-Central",20,5,15,"male",7,"Moore","No","No","No","No","Yes","yes","other","Catholic","animal husbandry","no","frequent"
"Plateau-Central",20,6,12,"male",7,"Moore","No","No","No","No","Yes","yes","other","Catholic","animal husbandry","no","never attended"
"Plateau-Central",20,1,53,"male",7,"Moore","No","No","No","No","Yes","yes","other","Catholic","animal husbandry","no","never attended"
"Plateau-Central",20,2,42,"Female",7,"Moore","No","No","No","No","Yes","yes","other","Catholic","animal husbandry","no","never attended"
"Plateau-Central",20,4,18,"Female",7,"Moore","No","No","No","No","Yes","yes","other","Catholic","animal husbandry","no","never attended"
"Plateau-Central",20,3,21,"male",7,"Moore","No","No","No","No","Yes","yes","other","Catholic","animal husbandry","no","never attended"
